Id,LABEL,REVIEW_TEXT
652,__label1__,"It is a good to prevent your phones form water, it's great for my Iphone 6 which I recently got on my birthday from my parents, after using it I can say this is the most genuine thing to prevent my phone."
653,__label1__,"I gave this bathrobe to my son as a gift. He is a young bachelor and appreciates it very much. The feel of the bathrobe is okay, not great, not the finest terry. However, it serves its purpose and should hold up for a while. It was a good buy."
654,__label1__,"I really wasted money on this product. I had a friend of mine order it since she said that they were great, but when hers and my order arrived they barely worked. Now, they're just hanging there, looking rather forlorn and useless."
655,__label1__,"These work pretty good. When I was doing my photo shoot last week, I decided to use these instead of my Opteka reflectors.  And guess what?  They work about the same, except the Neewer reflectors are a whole lot cheaper.  And the way they direct the light on my models when I'm shooting is wonderful.  I was taken by the first photo, and I expect to be using these for a long time.  The only thing I hate is fooling with the zipper on the tote bag.  It's not faulty; you just have to take your time to line the zipper up and it will work every time.  So, if you want professional quality reflectors at an affordable price, these are it."
656,__label1__,"if you need a table that is extremely durable, can be used in a multitude of ways and will last you a very long time. This is the table to get!"
657,__label1__,I have purchased many mosses baskets over the years for my friends having a baby. while I loved the hood this one offered the quality was poor. i would not feel safe having anyone put a baby in this.
658,__label1__,Got this Garcinia cambogia for two months as prescribed. There was no positive effect of any kind.<br />Wasted period along with cash. They assure a good deal but fail to deliver very poorly
659,__label1__,I buy these pads to use as puppy potty pads for my 2 small dogs but these tend to come apart when I used for my puppies. I prefer the green or blue ones over these. They are small and not real absorbent.
660,__label1__,"I am not really reviewing this product entirely for its quality. Every quality has a price that it can justify. And this set of 3 styluses at like $2 is just what you get. A cheap quality product which does its job, well most of the time at least. Had I paid a slightly higher amount, rating would have been lower. Don't expect a long-lasting or high quality stylus here. I use it only sparingly so I'm quite fine with the quality."
661,__label1__,"The shipping was not good, but the head board looks just like the picture, very pleased. we are using this head board in are spare bedroom, the assembly was very easy to assemble and the quality was good."
662,__label1__,"I bought this cute wallet for my niece on her 15th birthday, so my wife helped me to find this wallet. Glad that I found it and gave this to my niece, she was very happy with her new wallet. To be honest this wallet is attractive, but this wallet is for a teenager only."
663,__label1__,"I have done a review of the pen, which my wife says works as she hoped, elsewhere. I can't comment on the functionality of these refills as it has not been necessary to use."
664,__label1__,So happy with this vacuum for the price I purchased it for. I have thick carpet that easily gets things embedded into it and this vacuum easily cleaned it all up! Also does hard floors as well and has attachments! I love it
665,__label1__,"When I first purchased this product, I was under the assumption it would be a great teething toy for my 6 month old girl.  The toy had a variety of shapes and contrasting colors sure to keep my child occupied for a while.  After a few weeks of playing with the toy, I realized my baby didn't have much interest in it anymore.  First of all, the toy requires more motor skills than most 6 month olds have.  The squeaky ball sometimes gets stuck and makes it hard to push the squeaker.  The toy is also real heavy, and I'm concerned it will fall on my child's face when she's lying down trying to play with it.  Her foot also gets stuck between the bars when she's really active. The paint on the caterpillar started coming off by the time she reached 8 months old.  It's okay to use if your child is actually interested in it and able to maneuver it. However, it seems that by the time your child is actually old enough to do the toy some justice, all interest in playing with it is gone.  As far as a teething toy is concerned, I would have rather invested in a rattler."
666,__label1__,"We purchased this faucet after reading all the reviews, and we're very satisfied so far with its performance. The installation wasn't as simple at all."
667,__label1__,"Decent, have had pretty good tracking with this.  Wouldn't say it's anything fancy but working is good for the price."
668,__label1__,"This baby is pretty good once you get it running, but it does come with a few issues. It took a while to setup and get used to, but I can say that about a lot of products, so whatever. Still, I hate having to be patient since I have no patience."
669,__label1__,So bad experience. Got defected unit and they got the return and inspected the unit said it was not defected unit. I was very unhappy because they did not check it specifically. When I told them the symptom they said they do not have the item anymore. Also I had hard time to get refund for my extra shipping cost and original shipping cost.
670,__label1__,Cheaply made product - NOT leather at all. The magnetic flap doesn't stay closed properly increasing the likelihood of the phone flying out of the case while it's on your belt. This case is not even worth $5. Do not buy. Returning the case is another nightmare with this hole in the wall company.
671,__label1__,"I thought this would be a good investment a couple months ago, but I was wrong...<br /><br />The first main issue I noticed with this set is that the bolts tend to loosen during use and when it happened to me, part of the frame bent because it wasn't supported properly anymore.<br /><br />The parts seem too cheap to be on a machine that costs $500+, which makes me even wonder why it costs so much. Not only that, but it is also very loud during use and smells like a chemical plastic spell.<br /><br />After I had to deal with this, I did some research and found an home gym I was more confident would be better and exactly what I was looking for. Luckily it has been the best machine I've ever used to work out with!<br /><br />It doesn't have any of the issues I mentioned above and I can't find a thing to complain about in over a month!<br /><br />I got it here on Amazon too -----------&#62; http://amzn.to/1r7KMGa<br /><br />You won't regret getting that setup, but if you don't get it, at least I could warn you about this one after my experience!"
672,__label1__,I keep dropping my phone since I put this case on. Somehow it made my phone more slippery and difficult to handle than before. Returned.
673,__label1__,"Easy to clean, removes dust efficiently and above all, it's flexible. I just wish it had longer handle for hard to reach areas."
674,__label1__,"I purchased bushnell powerview 8x21 compact binocular for my wildlife viewing and are great,bi never strained to view the animals and this made my trip enjoyable.They have a good viewing power."
675,__label1__,"I was so happy to find this wonderful toolkit, with such many positive comments<br /><br />BUT to my dissapointed. it can't open my watch because the range of the opener is too small!<br /><br />My watch is fossil AM 4102, compare regular watch it looks little bit bigger,but the adjustable opener can't fit this size!"
676,__label1__,"Sharp, mixed sizes, great scissors. I don't think the paper cutter utensil is worth much - hard to get the cut started, but I will keep using it and see if I change my mind"
677,__label1__,"When the purple nail polish is wet, it looks really cool, but when it dries it turns almost black and it's not very glittery. i like the plain glitter and i think it would look good with a white basecoat."
678,__label1__,"This curtain is NOT something I would hang in a bright trendy or formal space. My boys bedroom has a blanket which matches the blue in this and his room is a smidgen dark so you can't tell quality etc. It is a simple curtain, blocks light, although you can see pinholes in the daylight so not true blackout. It does seem to reduce road noise. We live on a Parkway. So it works but nothing fabulous looking but not ugly."
679,__label1__,David platt is a bit of a phenomenon in my mind. His books are blockbusters for the christian faith and worth while for any serious believer. I definately recommend this book!
680,__label1__,These have a very brilliant color and they are stackable! They stack with about 2 in clearance. Went through top rack dishwasher with no problems and the rims are very smooth to drink from.
681,__label1__,These bowels are wonderful. They are very versatile in there use. The lids that come with each bowel makes it great when you are storing something.
682,__label1__,"The only thing I don't like about it is there are some triangular slots on the side of the can that catch the trash sack when I am taking the sack out. If I take care to pull these back out of the way, it works great."
683,__label1__,"Great product, if you're looking for a stand i highly recommend this one, cheap cheap cheap, very sturdy, the fan works great and isn't too loud (obviously you will hear it to SOME extent) and the controller charging docks charge well and you can just drop the controller right on for quick connections in those crazy firefights you KNOW your controller always dies during"
684,__label1__,"Everything is above expectation. A bit smaller than I thought it would be. Has some glitches. Surprisingly even with a quad-core it lags a bit. Has no support in xfa for mods or to root. Recommended for people who are happy with simpler phones. It looks like There is no auto bright and screen is brilliant , wish it had amoled."
685,__label1__,"Quality not that good. Don't expect too much from this product, it is cheap for a reason. With that said, as long as you don't fill it up more than half way and with items that are very hard to chop, it works great."
686,__label1__,What should I say about these needles? They are great for sewing. I also like that it's assorted. I have many needles to choose from. Even my granddaughter could use it if they have project in school for sewing.
687,__label1__,"I had to buy a new mug for my daughter, after I ruined hers. She absolutely loves Doctor Who and this mug. I bought mine too. It worked out great for me because now I have my own too. Great buy for any Doctor Who fan! We're both mesmerized by the images disappearing and reappearing. It is officially his favorite mug for hot chocolate!"
688,__label1__,The clip on the book light did not clip strongly. The button to turn the light on and off did not work smoothly. The light was dim and blue colored. The light bulb did not work long. I do not see a way to change batteries.
689,__label1__,"These shorts fit like a sack. While they made me sweat when I worked out, I spent far too much time trying to keep them pulled up. I would not waste my money on this product. These rate &#34;zero&#34; stars. ??"
690,__label1__,"I haven't lost much weight yet but I don't feel hungry like I normally do and don't feel like snacking much, hope my weight will start dropping soon."
691,__label1__,"I initially bought this product from third party seller in CA. They shipped me knock off, on contacting amzer support they told me how some companies are running a scam and selling knock off products and they were very nice to ship me a Free replacement product. This time the product I received was amzer and I could feel the difference, this product was very good and is working very well with my iphone 5. Highly recommended but make sure it is the real deal."
692,__label1__,"I purchased this hat for my father. He has some skin cancer issues and should be wearing a hat at all times when outdoors. The hat is very nice quality, fit perfectly and looks great on him! I was very pleased with my purchase."
693,__label1__,I was looking for a hat that is not too big but will keep the sun rays away from my eyes. I would use this for every jogging or walk. I just hope it will last longer.
694,__label1__,"I use this tea tree oil for household disinfecting purposes. I would definitely not recommend this for any personal care uses as the different smell leaves me feeling suspect as to whether it is therapeutic grade or not. Overall, I'd recommend it for someone to consider for themselves due to the price, but only with the above comments."
695,__label1__,"Works as described. The ergonomic handle is a big improvement over the traditional models. The blades are sharp, making it unsuitable for children helping around the kitchen."
696,__label1__,Bad experience all the way around. Didn't get the items at the same time.. And once received they didn't hold a charge as good as it should have. The picture was of a black battery when in fact I was sent a white battery. Worst experience ever...
697,__label1__,Perfect that you can listen to music on this Bluetooth but what's the point if the sounds quality is very low. There is no volume adjustment when listening to the person on the other end. I didn't return it because of the shipping and handling cost. I kept it as a standby Bluetooth in my car.
698,__label1__,The buttons on this thing is woo hard to press. Especially I use the power button a lot and it bothers me to have a hard to press button. There is no tactile feeling on volume buttons either. I keep looking at screen to see if it worked.
699,__label1__,"First let me say that I'm a big Sony fan, but this video camera is very disappointing. It made the video quality of my 8mm look like HD. The footage was only good in the outdoors or brightly lit rooms. It's good for low resolution internet uploads"
700,__label1__,"I put this beautiful crystal spark plug niceEshop at a very reasonable price, but I like how it looks, so all my mobile phone accessories look great! Worth the money looks more expensive than happy,"
701,__label1__,The bed was really easy to assemble and it looked great. MY husband and I have been using it for over a month and it's still holding up pretty well. I like the style of the bed and it fits our mattress perfectly.
702,__label1__,"This shampoo smells really bad that I can't bear to use it any longer.<br />After trying it just 3 days, I had to give it up because of the foul smell. It smells like gasoline almost.<br /><br />I can't comment on the results because I haven't use it long enough to know."
703,__label1__,"This product doesn't have me entirely convinced yet. But with that being said, my weight has always fluctuated quite a bit so it's hard to tell whether Garcinia really is as life changing for me as many other users are reporting. Maybe it's my metabolism or my eating habits (I usually skip breakfast and lunch, but go by on coffee until a light meal around 3pm and then eat a bigger meal in the evening). I started taking the Garcinia with my main evening meal but so far I can't tell whether it has really helped me. I will give it another month and then maybe switch to green coffee bean extract."
704,__label1__,What is funny about this book that its not to off on what happens behind closed doors when the president campaign comes around every 4 years. Nevertheless I liked the book for what its worth it has some strong points.
705,__label1__,"When I purchased this headset, I had been looking for a quality pair for a long time. I had tried time and time again hoping for something that sounded great and was comfortable on my head.<br /><br />Not only was this headset extremely uncomfortable, but the sound quality was horrible. After only a week, one side stopped working and I had to hit it to try to get it to work again. This was absolutely NOT what I expected after looking at the other good reviews.<br /><br />I searched again, asked around and finally found a headset that works now, and I love it! It has been about 2 months and it still works great. I can go hours at a time without them bugging me and the sound quality is AMAZING!<br /><br />If you need a QUALITY headset, go here ------&#62; http://amzn.to/1nsrbPn<br /><br />I promise, they are well worth what they cost. You cannot beat quality!!!"
706,__label1__,I bought as gift for my son. He says he loves his new headphones. The quality is very good. His only complaint is that they are a little bit of an awkward fit. I offered to send them back but he said absolutely not. Thinking of getting myself a pair.
707,__label1__,"Predictably enough, my nieces and nephews tried to get into my liquor cabinet the last time they came over. So now, I have these locks to keep them out, hopefully anyway. I don't relish the thought of them getting drunk on vintages they don't understand, after all."
708,__label1__,My hubby has had his pair of reef sandals for years. They are extremely durable and very comfortable. I will definitely be buying him another pair when the current ones finally are done.
709,__label1__,"Interesting movie about military school, and one that does not portray its characters as cardboard cutouts (as happens so often with movies about teens) but as real people with depth.  It does get off at a slow start but has a well crafted plot, and one does not stretch credulity; in other words not everything turns out as the audience wants it to."
710,__label1__,These are nice curtains that fit a standard size window. We bought this for our 3 year old daughter's room to match the rest of the bedroom line she has and they are great! Have had them for 9 months now and still holding up strong.
711,__label1__,"I bought Motorola H730 Blue tooth Headset a month a go. I am very happy with the head set. I was able to link my personal phone and my work phone to the head set without difficulty. Easy to use, has voice prompts you can turn off or on. Sound is clear on both ends."
712,__label1__,"i got this for my 12 year old son who cant put his guitar down, he likes it because of its durability and color options plus its a cheap buy for me so good deal."
713,__label1__,This stuff here was no good in my personal opinion. I didn't lose any weight at all and It certainly did not curb my appetite. I tried a different brand and had much better results though so I don't know what to make of that but that is what it is.
714,__label1__,"My sister liked this ring and I can see why, she has small slender fingers, unlike mine, so I wouldn't recommend this to any one who has fingers that are a bit bigger not slender and knowing that you wouldn't wear it on a daily basis. I'd spend money on something else that's worth wearing all the time!"
715,__label1__,this one really uncomfortable to wear.The size and quality of the cotton isn't very good.I accidentally order second time and trashed the whole pack.
716,__label1__,I was so excited when i came across this apple peeler. I was so tired of using my carrot peeler for my apples.<br /><br />I only gave this review 3 stars because the quality just isn't there. After the first use the spring broke on the peeler ring. I am still able to use the product it just doesn't spring back to take off the whole peel.<br /><br />I also wish the silver counter hook was mounted on the other side of the peeler. It does not hook to the counter the way it was designed.<br /><br />It was very east to install the handle just need a phillips head screw driver.
717,__label1__,This chrome aluminum case was a great bargain. I looked at other metallic cases that were quite expensive. The case looks fantastic with a white iPhone 4s and it looks expensive. I have not dropped my phone yet but I believe the case would protect the phone well if dropped from a few feet. I'll update it later.
718,__label1__,If you like the aroma of the coconut oil then you will definitely like this product. Personally I like the aroma of the coconut oil but my body doesn't seem to be able to deal with it well. Therefore I have stopped buying it anymore.
719,__label1__,This bag has a lot of space! I can also put feeding bottles and some clothes on it. I love it so much!  The design looks like it's not a diaper bag. It was very well-made.
720,__label1__,When we needed to print the apple located the Epson workforce 445. I learned to scan to the apple after we put the Epson disc in. It was a fast process. slow scanning but that is the Epson. It cost more but it is living up to our expectation. The apple was the best price anywhere. It arrived on time and packaged well. It is a new experience but easy to learn. Phone help is $100. We read the book and understand the computer without help.
721,__label1__,"It is really a quality bag and the price was really great. Works ok but wish it was a little larger, wish it had zipper instead of snap for accessories compartment, wish pocket on back had Velcro to close."
722,__label1__,"Much smaller than expected. The description really should indicate that this is a mini donut pan. I'm disappointed, but the pan is decent quality for what it is. Also, I did not receive any recipes as mentioned in the description."
723,__label1__,"Last year I bought a set & they do keep veggies & fruits fresh for a long time & I do save money. I bought this new set b/c the rectangular containers were presented to hold more but they don't so I returned them. The Presenter seldom closes a lid & that's b/c you can't fit much in them especially large Bell Peppers, lettuce, a normal bag of spinach etc. It's only my husband & I so it's not like I'm trying to store food for an army."
724,__label1__,The case is too thin and snapped into two pieces on the very first time I tried to take it off to clean my phone. The dirt gets trapped inside the case and need to clean very often.
725,__label1__,"When I turn the volume more than half way up on these speakers, there is significant distortion. There is no way to get decent volume without distortion."
726,__label1__,I don't know if it is all the hype but I didn't see any differences in my skin tones or any improvement in my complexion as it claims.<br />That is two product that I got fooled into buying and didn't work
727,__label1__,"I am a male reviewer. This is my second Brother sewing machine. I had to get a new one because I was sewing heavy material and the Key popped out of the needle assembly and I lost the key and I was unable to find a replacement, so it was easier to buy a new machine."
728,__label1__,"My sister had one of these when we went over for a visit and I told her to throw it away after seeing how ineffective it is. Remember that everything counts when your baby's wellbeing is on the line. Hospitals usually provide nasal aspirators that work quite well, so just use those."
729,__label1__,"Such a Russian classic. My second favorite book by a Russian author next to Crime and Punishment. The story, the characters, descriptions of the events, the clothing of that period is incredible."
730,__label1__,"I bought these kitchen scissors because I saw it was voted Best Kitchen Scissors. I have children so it was great that it had a safety lock feature on it. They designed for comfort, which I can agree to that after having tried it. I am left handed and it fit well. I can use it for practically anything, which holds true to the meaning of multipurpose. However, I tried to wash it using the dishwasher and that did not turn out so well. I will have to handwash it, as recommended in the description. So please be aware of this. That is really my only complaint about the scissors and my reasoning for the three star."
731,__label1__,"The printer works great, I really needed it for the scanner and it's great for that. It prints great too, my only complaint about the printing though is that it takes FOREVER to boot up before it actually prints."
732,__label1__,garcinia don't work. stupid decision but i fell for it. all the reviews that say this is good are bought and paid for
733,__label1__,It's not the best rope but it works ok for the price. It will work if you need something quick but I wouldnt use it for anything heavy duty.
734,__label1__,I was mislead and extremely disappointed. This product did not support its claims and I question the legitimacy of this product. .. Seems to be a very profitable scam!
735,__label1__,"Not too glittery and not too nimble. A stunning wrist watch from the top rated genre of Casio edifice. Bought it from them because their professionalism is undoubtedly top notch. Coming to the watch, be prepared friends."
736,__label1__,"Just started using this, so far I like it, it's light weight and gives that fresh feeling to your skin."
737,__label1__,"This is not a good potty for little boys!! The splash guard is almost non-existent and the opening for the potty is very small. My son is at the top of the growth chart for his height and weight. In order to get any use from the almost non-existent splash guard, he has to sit too far back on the potty and because the opening of the potty is very small, his bottom is part way off the potty."
738,__label1__,GIAC Certified Intrusion Analyst Certification (GCIA) won't help you pass..but may ensure you fail.<br /><br />How so?  Over 50% of the info in this book is not current.<br /><br />So you will study and prep for the wrong questions.
739,__label1__,This set is really cute and includes a ton of different items. It is made well and I'm really happy with it. Each piece is well-made and has a lot of detail.<br /><br />Provided for free to review by manufacturer.
740,__label1__,"Followed instructions as provided with a healthy diet and exercise. Did not see anything different in weight, appetite or anything."
741,__label1__,I love being able to go in and shower without being cold. It takes some time to get warm enough in that room before I can shower. I am not sure how long I would need to leave the fan on to absorb the water on the shower walls because I was use to wiping it down and I am still doing that.
742,__label1__,"I was looking for more than the typical glass set and I found what I was looking for. They are heavy, which I like, so I can use them everyday and not have to worry about chipping them. Friends and family love them! My only wish is that they were a little taller and could hold just a little more."
743,__label1__,"This is okay for chilling a glass or two of wine, but don't expect it to chill your whole bottle.  Good for in a pinch though."
744,__label1__,The muffins I made came out great. I only sprayed the pan since I didn't have the cups to fit a large pan. It washed up nice. The pan is thick but not heavy. I would recommend this pan.
745,__label1__,It mixes up easily. The texture of the pancakes is perfect. The pumpkin flavor is not too over powering and just the right touch of spices. I highly recommend this item to pancake lovers and pumpkin flavor fans.
746,__label1__,"I often would have liked to have on my previous KVM. Also, while you can't tell from the photo (where it looks short), the wire / cable from the main box to that toggle is pretty long (about 6 feet). Yet another little pleasant surprise: the button has a rubberized bottom so it doesn't slide around easily on the desktop."
747,__label1__,"Fits good on my 58mm lens. Although it can be a bit loose sometimes but for the most part it stays one. If you are looking for an affordable lens hood this is a good buy, otherwise spend the money on something nicer and made by canon."
748,__label1__,"The compartments are plenty.It's really nice, The material is good and the wallet is made well. The compartments are plenty. I love my Blue synthetic leather wallet. It doesn't look cheap."
749,__label1__,"We were looking for a great non-stick pan that would last a long time and we thought that this was it. As many reviewers already pointed out though, it loses its effectiveness<br />eventually. Ours lasted almost 7 months, but still."
750,__label1__,"Lightweight, comfortable, surprising bass, good range. Can't comment on water resistance or how long they'll hold up. Looks like batteries may be replaceable if need be. Can't argue with the price."
751,__label1__,"I ordered &#34;BLACK&#34; & they sent &#34;BRIGHT WHITE&#34;! Must be Color Blind FOOLS! DO NOT BUY FROM THEM!!! You will NOT get what you ordered right! I didn't unpackage it, I put my purchase on EBAY & trying to get my money back!"
752,__label1__,Loved this product. It was easy to apply and looks great on the wall! I would recommend this product to my family and friends.
753,__label1__,"I use this gadget in the kitchen, but also for decoration. If you love to have fun - this is the right one for you, but it's also a great gift. Just hanging in the kitchen, this is a fun product to have."
754,__label1__,"This microwave came with plastic shrink wrapped over it. Sort of a thick shrink wrap which you have to remove. It's hard to tell it's there and it's a chore to get off. In fact, it appears they shrink wrapped the parts before they put it together, because the plastic stuff is in the seems where the oven is put together and that you can't get out. I never would have noticed it was there, but it covers the vents.<br /><br />Okay, once the thick plastic wrap is off, how does the microwave perform? As good as any other and it's attractive, but it's small, the interior I mean. I expected larger. The pizza oven could be bigger. The large frozen pizzas we get at Safeway are too big for it. Still, cut them in half and it performs okay. It's perfect for the ones we get at Costco. All in all, this microwave does the job, but I don't think I'd recommend it for someone who cooks a lot, because of it's size. But for a bachelor or bachelorette, it'd be perfect."
755,__label1__,"Great to have in your house it does the job no its not electric and count if for you, you can't be so lazy about counting and you have to work a bit. small tip its usually much easier to count your own money, you may not see it as a problem. If you do count your coins properly you will see the benefits."
756,__label1__,"We use three of these file organizers for my busy psychiatric practice on a daily basis for charts of patients to be seen each day. They are invaluable to me. The chart labels are clearly seen, allowing me at a glance to see what my day looks like and how many more patients there are to be seen. They are inexpensive and rock-solid with charts in them. I can't think of a better system for organizing charts to be used that day!"
757,__label1__,When I saw the ad for this movie I was intrigued and then I ran into this book in the book store. Taught by my previous experience that tells me that books are far more better than the movies I read this and it proved out to be true once again. You get so much more from the book.
758,__label1__,Putting together was hard enough with two ppl. But to finish and realize that drawers metal was installed not straight and the drawers don't go in evenly was very disappointing
759,__label1__,"These headphones are awesome.Really light as a feather and a durable cable.Sound quality is great as well but only thing that i had problems with was the rubber head of the headset,which has trouble fitting my ear but i hope I will fix it in no time!"
760,__label1__,"After trying this supplement,  I do not feel that it lives up to the hype.  We used the whole bottle but never felt right after using it"
761,__label1__,"This is a pretty thin replacement that really makes me nervous to use. It's definitely much better to just get a new one, even one that's much cheaper than what you had before."
762,__label1__,"Purchased this watch to give to my son. Looks nice but hope the clasp on the band holds up, it does not look that sturdy. Other wise this product is a great value towards an inexpensive gift for a loved one."
763,__label1__,Is it possible that the author meant to write  a CAPM book but by mistake marketed it as a PMP book?  Extremely misleading and full or errors. Questions are awful and have no similarity with real life questions. It is an ok book for the CAPM preparation though.
764,__label1__,"This mouthpiece worked fine, yet the cover would continuously slide off, often resulting in dust getting into the mouthpiece. I would recommend this to people, as long as they are willing to clean the mouthpiece thoroughly before and after use to prevent dust from accumulating."
765,__label1__,"I wanted to like this product but just couldn't force myself to. Was so excited to buy it as it's cheaper than some of the well known brands, however it just doesn't cut it. Carrots came out only in short slices and zucchinis became mangled stuck together, and I just couldn't get it to work like advertized. The blades look dull, and the Vegetti appears to be made from very cheap plastic; I don't know how long before this thing breaks. I guess you get what you pay for, but with what I know now I wouldn't even spend $10 on it."
766,__label1__,"great earrings, i just love it especially when it matches my dress and the design is almost same with my shoes, i mean this earring really fits me in my all black seductive new dress..."
767,__label1__,"I did my research I decided on this machine, I was so excited to get it! Since it is expensive, I wanted to save some money any where I could so I decided to get a refurbished one."
768,__label1__,the phone case fit the iphone 5c what i bought it for but its a black case with a sticker on it and it looks nothing like the phone case in the photo
769,__label1__,"this is a great frying pan and super easy to clean.but, after using it a few times, i observed several small patches of lost coating by the edge/lip of the pan. overall this is ok, but not really excellent."
770,__label1__,Great price to renew my Xbox subscription. Even better was the option to receive my mail in rebate within a week if I choose to. I will look to you guys again for my next renewal as well. Thanks
771,__label1__,"I got this toy for my nephew for his birthday. I needed a toy that wasn't going to break and something to inspire him to do better in life. I got the bang for my buck when I bought this. The first thing he did when he got this toy was drop it. But, it still functioned like it was brand new. Overall, it a great plane and my nephew wants to be an inventor now more than ever."
772,__label1__,Work fine and perfectly serviceable for the low price. Don't expect quality in the sound for music or vids though.
773,__label1__,This rice cooker is the first one I've owned to make perfect brown rice. The last two have overcooked it every time. Also works great for steel cut oatmeal. I'm very happy with this cooker!
774,__label1__,Brought this wallet for my husband he loves it. It holds a good amount of cards and folds flat so he is able to carry it in his back pocket or suit pockets discreetly. The color is rich and looks very expensive. Plan to buy one for my father.
775,__label1__,"Thank goodness I got this from the library instead of shelling out money for it. Unbelievable how backwards the views are. The ""style"" of training is nothing short of animal abuse and was already outdated twenty years ago. There are dozens and dozens of books on positive reinforcement training and babies/kids that leave this book in the dust."
776,__label1__,I don't smoke or anything so I am unsure why my case is now a yellow color. Extremely disappointing.
777,__label1__,"THIS IS VERY UNSAFE TO USE DO NOT BUY!!  this item no matter how many times I washed it is greasy the mafucature supposedly makes it with grease so it should stay nice and shiny however its not at all safe being your feet keep sliding across the mats, I tried washing it with hot water and soap multiple times and that did not help my cousin who bought this together with me has the same issue,<br />Ps they are very cheaply made!!"
778,__label1__,i don't plan on taking so many in a 6 months span lol... you need to check if the expiration is in order otherwise you;ll end up like me with another bottle of medicine tossed with the trash.
779,__label1__,The quality of the frames is very good. I love these frames and I wish I could find them in other colors.
780,__label1__,These are extremely weak. I have tried a couple turmerics but none of them work good. I dunno if I am going to try a third one.
781,__label1__,This little TV is affordable and we use in it our kitchen for recipes. But the software is sucky. It is certainly not something you would find on an Apple operating system and even makes Windows 8 look good. But I did not buy it for that. I bought it to watch mindless television in the kitchen. Like Marta and cooking shows.
782,__label1__,"I thought it was sturdy but sadly it is so flimsy, When all my shoes fell, then the essence of this organizer is gone.<br />Practically speaking , better buy those somewhat expensive but sturdy ones. This can't hold and organize bunch of your shoes."
783,__label1__,Don't waste your money. Took as directed for over two months. Increased dosage as says to try on box. Nothing. Might as well just drink more coffee early in the day if you ask me. WAY cheaper than this over hyped crap.
784,__label1__,"I really don't need food or water. You know why. I'm coming to your house to take it. The only part of the book I focused on was the weapons but guess what. There was very little on weapons and more on all the other stuff. People, gangs and other groups will be your worst nightmare. I suggest you find out real quick who you can and cant trust because I'll come looking fro you. Sorry, well come looking for you."
785,__label1__,I really wanted to just fall in love with this butter but I found that I had to keep reapplying which is a turnoff for me. Seems like a nice lady too. Returned.
786,__label1__,the headband is actually not as wide as in the picture and not really the same color it came as kind of a sparkle gold and its uncomfortable itchy and pretty tight
787,__label1__,"Excellent product! I just wish that the bottom was easier to put on and take off, and I wish the inside was lined with a rubber material (like some cases that I have purchased in the past). I am scared that if I drop my phone in this case, it will crack since the case is plastic and not lined on the inside with rubber. All in all, this case is wonderful!"
788,__label1__,"This painting is my serenity. Perfect for the bedroom and relaxation time. I prefer to have it somewhere I can look at it while I turn on my mini water fountain, as I listen to the sounds of the water and looking at this painting takes me to a place of complete peace. After a long stressful day at work, or as part as my meditation, this never fails me. It takes me to a dreamland while I am still awake. Having the extra added mini waterfall really brings out this artwork to an even larger scale of reality. If you enjoy peace, and clearing your thoughts, dim the lights and just let yourself go, and you will soon find yourself to be in that place of deep relaxation."
789,__label1__,This is a pretty lame product to be honest. It's just too hard to use and I'm confused as to what it's actually meant to be.
790,__label1__,"While in the beginning all seemed ok, but started to have problems opening the program. When the program did open, I was able to do everything the program was supposed to do, it was just that I could not open it within an hour or two and sometimes not before the next day."
791,__label1__,"Dont waste your money on this, I might as well have gone to the dollar store to buy the same thing because it is not silent and my dog has no reaction to this at all.<br />Please dont leave in the same time, you can leave 1 today and 1 tomorrow"
792,__label1__,Bought this for my newborn and very pleased with it! The size is just perfect for home or takes along too! Colors and design are really nice! She loves to snuggle in it and really enjoys looking at it! She's delighted when she sees it I guess from the circular designs & colors! Now my baby girl is eight months and inseparable!
793,__label1__,"I like It very much!  it's very nice!  This jacket is very well made, fits well, and is great for layering!"
794,__label1__,".I was quite impressed with this multi-function face mask since it was so stretchable and it would constantly stay in place and I had no discomforts at all of wearing this certain product.<br /><br />It is useful, helpful and functional and I had been using this for long period of time and it is still great like a new purchase. It has very good quality materials."
795,__label1__,"I got two thumbs up for this key chain. I could put a lot of keys such as car keys, home keys, and so on. I hope it would have another color like gold. But the rest is fine. It's perfect for my keys."
796,__label1__,"The battery pack works well. At first I was concerned because the amperage was a different number, but that doesn't seem to have any effect on the performance. The charge lasts a long time and our camera works fine."
797,__label1__,"Time doesn't move by any slower as you get older and we seem to stop using our brain as much as we get older, things turn into habits and not thoughts. This is a dangerous occurrence for the older folks because it can lead to some serious problems, keep your mind fresh and active with this quick guide to helping you sharpen your thinking skills."
798,__label1__,The optics clarity was not. Ever close to what I expected from them. The optics is closer to what I would expect from fisher price. Bottom line they are over priced for what you get.
